,title,authors,doi,abstract,citations,pubdate,pubtype,proceedings,ccs
736,The MidasPlus molecular modeling system,"['Thomas Ferrin', 'Conrad Huang', 'Gregory Couch', 'Eric Pettersen', 'Robert Langridge']",https://doi.org/10.1145/142750.142915,No abstract available.,0,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Physical sciences and engineering', 'Chemistry', 'Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices']"
737,Simulation-based learning systems: prototypes and experiences,"['Arthur James', 'James C. Spohrer']",https://doi.org/10.1145/142750.142918,No abstract available.,3,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Education', 'Computer-assisted instruction', 'Human-centered computing', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications', 'Decision support systems', 'Expert systems']"
738,ClearBoard: a seamless medium for shared drawing and conversation with eye contact,"['Hiroshi Ishii', 'Minoru Kobayashi']",https://doi.org/10.1145/142750.142977,"This paper introduces a novel shared drawing medium called ClearBoard. It realizes (1) a seamless shared drawing space and (2) eye contact to support realtime and remote collaboration by two users. We devised the key metaphor: “talking through and drawing on a transparent glass window” to design ClearBoard. A prototype of ClearBoard is implemented based on the “Drafter-Mirror” architecture. This paper first reviews previous work on shared drawing support to clarify the design goals. We then examine three methaphors that fulfill these goals. The design requirements and the two possible system architectures of ClearBoard are described. Finally, some findings gained through the experimental use of the prototype, including the feature of “gaze awareness”, are discussed.",306,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Multimedia information systems']"
739,Spatial workspace collaboration: a SharedView video support system for remote collaboration capability,['Hideaki Kuzuoka'],https://doi.org/10.1145/142750.142980,"Collaboration in three-dimensional space: “spatial workspace collaboration” is introduced and an approach supporting its use via a video mediated communication system is described. Verbal expression analysis is primarily focused on. Based on experiment results, movability of a focal point, sharing focal points, movability of a shared workspace, and the ability to confirm viewing intentions and movements were determined to be system requirements necessary to support spatial workspace collaboration. A newly developed SharedView system having the capability to support spatial workspace collaboration is also introduced, tested, and some experimental results described.",92,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Enterprise computing', 'Enterprise information systems', 'Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Video segmentation', 'Computer vision tasks', 'Video summarization', 'Image and video acquisition', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Information systems', 'Information systems applications', 'Enterprise information systems']"
740,Portholes: supporting awareness in a distributed work group,"['Paul Dourish', 'Sara Bly']",https://doi.org/10.1145/142750.142982,"We are investigating ways in which media space technologies can support distributed work groups through access to information that supports general awareness. Awareness involves knowing who is “around”, what activities are occurring, who is talking with whom; it provides a view of one another in the daily work environments. Awareness may lead to informal interactions, spontaneous connections, and the development of shared cultures—all important aspects of maintaining working relationships which are denied to groups distributed across multiple sites.The Portholes project, at Rank Xerox EuroPARC in Cambridge, England, and Xerox PARC in Palo Alto, California, demonstrates that awareness can be supported across distance. A data network provides a shared  database of image information that is regularly updated and available at all sites. Initial experiences of the system in use at EuroPARC and PARC suggest that Portholes both supports shared awareness and helps to build a “sense of community”.",489,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Enterprise computing', 'Enterprise information systems', 'Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Video segmentation', 'Computer vision tasks', 'Video summarization', 'Image and video acquisition', 'Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing theory, concepts and paradigms', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications', 'Enterprise information systems']"
741,A method for (recruiting) methods: facilitating human factors input to system design,"['K. Y. Lim', 'J. B. Long']",https://doi.org/10.1145/142750.142984,"The paper proposes that some current problems in recruiting human factors methods to system design might be alleviated by means of a structured human factors design framework. The explicit stage-wise design scope of such a framework would support the assignment of appropriate human factors methods to specific system design needs. As an illustration, the design framework of an in-house structured human factors methodology is reviewed followed by the assignment of a set of existing human factors methods against its design stages. Subsequent steps to develop the assigned methods into a similar methodology are then described. The potential of such a methodology for facilitating human factors input is discussed.",8,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Project and people management', 'Systems analysis and design']"
742,Teaching experienced developers to design graphical user interfaces,"['Jakob Nielsen', 'Rita M. Bush', 'Tom Dayton', 'Nancy E. Mond', 'Michael J. Muller', 'Robert W. Root']",https://doi.org/10.1145/142750.142986,"Five groups of developers with experience in the design of character-based user interfaces were taught graphical user interface design through a short workshop with a focus on practical design exercises using low-tech tools derived from the PICTIVE method. Several usability problems were found in the designs by applying the heuristic evaluation method, and feedback on these problems constituted a way to make the otherwise abstract usability principles concrete for the designers at the workshop. Based on these usability problems and on observations of the design process, we conclude that object-oriented interactions are especially hard to design and that the developers were influenced by the graphical interfaces of personal computers with which they had interacted as regular users.",17,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction paradigms']"
743,Integrating human factors on a large scale: product usability champions,"['Deborah Mrazek', 'Michael Rafeld']",https://doi.org/10.1145/142750.142989,"This paper describes how a software development division in a large corporate environment found a creative way to integrate human factors techniques into their development processes. It discusses the limitations of a single Human Factors Engineer, the needs of a typical engineer on a software project, and how these limitations and needs produced the Product Usability Champion Program.Product Usability Champions are representatives from each software project in the division who act as usability watchdogs for their respective projects. The Human Factors Engineer's responsibility is to provide support to these Champions. This support includes access to a Usability Lab, technical advice, references, consulting, classroom training, hands-on training, Usability Champion program facilitation and support, and specific project team involvement. This paper describes the program's structure, implementation, and success.",14,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Software management', 'Software and its engineering', 'Software creation and management', 'Collaboration in software development', 'Programming teams']"
744,Overview of the institute for research on learning,['William J. Clancey'],https://doi.org/10.1145/142750.142991,"The Institute for Research on Learning (IRL) is a non-profit organization founded in 1986 in Palo Alto, California, committed to understanding what leads to successful learning in the schools, the workplace, and everyday life. A basic premise of IRL research, that people learn best when they are engaged with others, leads IRL's researchers to perceive schools and workplaces as communities of learners and to focus on the design of environments, technology, and activities that support learning as a collaborative activity. IRL pursues its research in collaboration with schools, universities, corporations, and government agencies—in the actual settings in which learning takes place.",1,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Education', 'Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Cognitive robotics', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Computing education']"
745,CHI in Australia,"['S. Howard', 'I. Kaplan', 'G. Lindgaard']",https://doi.org/10.1145/142750.142995,No abstract available.,1,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Computing education', 'Computing education programs', 'Computer science education', 'Information science education', 'Computing profession', 'Computing organizations']"
746,"The institute for perception research IPO, a joint venture of Philips Electronics and Eindhoven University of Technology","['F. L. van Nes', 'H. Bouma', 'M. D. Brouwer-Janse']",https://doi.org/10.1145/142750.142998,No abstract available.,1,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications', 'Multimedia information systems']"
747,In search of the ideal prototype,"['Richard Muñoz', 'Harold H. Miller-Jacobs']",https://doi.org/10.1145/142750.150712,"Common wisdom states rapid prototyping will result in a better product. Many tools are available to assist the practitioner in producing prototypes. Yet, few indications exist to show rapid prototyping has substantially improved how products are built.This panel will look at the following issues: Can rapid prototyping dramatically improve product development? How do developers integrate rapid prototyping into their existing development process? Are high fidelity tools helpful or do they actually impede development? What is the ideal prototype and how can we build it?",4,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Software management', 'Software and its engineering', 'Software creation and management', 'Designing software', 'Software implementation planning', 'Software design techniques', 'Software development process management', 'Software development methods', 'Rapid application development', 'Software development techniques', 'Software prototyping']"
748,The Rapport multimedia communication system (demonstration),"['J. R. Ensor', 'S. R. Ahuja', 'R. B. Connaghan', 'M. Pack', 'D. D. Seligmann']",https://doi.org/10.1145/142750.150713,No abstract available.,2,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Video segmentation', 'Computer vision tasks', 'Video summarization', 'Image and video acquisition', 'Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'World Wide Web', 'Web applications', 'Internet communications tools', 'Web conferencing']"
749,YAPO: yet another preview ODA,"['M. A. Apollonio', 'G. Colasante', 'P. G. De Luca', 'A. Diana', 'A. Gisotti']",https://doi.org/10.1145/142750.143003,"The production of documents aimed at supporting the flow of information in an office environment is experiencing an evolution based on the most advanced automation systems which concerns substantially four aspects: 1) the production of manipulable documents showing a high quality of representation; 2) the production of documents that can be integrated (or exported) with other workstation formats on the basis of varying approaches (for instance the ISO standards); 3) the production of processable documents for storage or subsequent post-production; 4) the production of immaterial documents, i.e. documents that do not necessarily need a visual medium (paper, screen) representation for their informative content.",0,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Document management and text processing', 'Document preparation', 'Format and notation', 'Enterprise computing', 'Enterprise information systems', 'Enterprise applications', 'Information systems', 'Information systems applications', 'Enterprise information systems', 'Enterprise applications', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Automation']"
750,A desk supporting computer-based interaction with paper documents,"['William Newman', 'Pierre Wellner']",https://doi.org/10.1145/142750.143007,"Before the advent of the personal workstation, office work practice revolved around the paper document. Today the electronic medium offers a number of advantages over paper, but it has not eradicated paper from the office. A growing problem for those who work primarily with paper is lack of direct access to the wide variety of interactive functions available on personal workstations. This paper describes a desk with a computer-controlled projector and camera above it.  The result is a system that enables people to interact with ordinary paper documents in ways normally possible only with electronic documents on workstation screens. After discussing the motivation for this work, this paper describes the system and two sample applications that can benefit from this style of interaction: a desk calculator and a French to English translation system. We describe the design and implementation of the system, report on some user tests, and conclude with some general reflections on interacting with computers in this way.",86,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Enterprise computing', 'Enterprise information systems', 'Enterprise applications', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens', 'Interaction paradigms', 'Information systems', 'Information systems applications', 'Enterprise information systems', 'Enterprise applications', 'Multimedia information systems', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Automation']"
751,Object-oriented video: interaction with real-world objects through live video,"['Masayuki Tani', 'Kimiya Yamaashi', 'Koichiro Tanikoshi', 'Masayasu Futakawa', 'Shinya Tanifuji']",https://doi.org/10.1145/142750.143011,"Graphics and live video are widely employed in remotely-controlled systems like industrial plants. Interaction with live video is, however, more limited compared with graphics as users cannot interact with objects being observed in the former. Object-Oriented Video techniques are described allowing object-oriented interactions, including the use of real-world objects in live video as reference cues, direct manipulation of them, and graphic overlays based on them, which enable users to work in a real spatial context conveyed by the video. Users thereby understand intuitively what they are operating and see the result of their operation.",38,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Computers in other domains', 'Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Video segmentation', 'Computer vision tasks', 'Video summarization', 'Image and video acquisition', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms']"
752,"Liveboard: a large interactive display supporting group meetings, presentations, and remote collaboration","['Scott Elrod', 'Richard Bruce', 'Rich Gold', 'David Goldberg', 'Frank Halasz', 'William Janssen', 'David Lee', 'Kim McCall', 'Elin Pedersen', 'Ken Pier', 'John Tang', 'Brent Welch']",https://doi.org/10.1145/142750.143052,"This paper describes the Liveboard, a large interactive display system. With nearly one million pixels and an accurate, multi-state, cordless pen, the Liveboard provides a basis for research on user interfaces for group meetings, presentations and remote collaboration. We describe the underlying hardware and software of the Liveboard, along with several software applications that have been developed. In describing the system, we point out the design rationale that was used to make various choices. We present the results of an informal survey of Liveboard users, and describe some of the improvements that have been made in response to user feedback. We conclude with several general observations about the use of large public interactive displays.",212,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing design and evaluation methods', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens', 'Interaction paradigms', 'Information systems', 'World Wide Web', 'Web applications', 'Internet communications tools', 'Web conferencing']"
753,Interactive constraint-based search and replace,"['David Kurlander', 'Steven Feiner']",https://doi.org/10.1145/142750.143053,"We describe enhancements to graphical search and replace that allow users to extend the capabilities of a graphical editor. Interactive constraint-based search and replace can search for objects that obey user-specified sets of constraints and automatically apply other constraints to modify these objects. We show how an interactive tool that employs this technique makes it possible for users to define sets of constraints graphically that modify existing illustrations or control the creation of new illustrations. The interace uses the same visual language as the editor and allows users to understand and create powerful rules without conventional programming. Rules can be saved and retrieved for use alone or in combination. Examples, generated with a working implementation, demonstrate applications to drawing beautification and transformation.",16,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Document management and text processing', 'Document management', 'Text editing', 'Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices', 'Interaction paradigms']"
754,Dynamic queries for information exploration: an implementation and evaluation,"['Christopher Ahlberg', 'Christopher Williamson', 'Ben Shneiderman']",https://doi.org/10.1145/142750.143054,"We designed, implemented and evaluated a new concept for direct manipulation of databases, called dynamic queries, that allows users to formulate queries with graphical widgets, such as sliders. By providing a graphical visualization of the database and search results, users can find trends and exceptions easily. Eighteen undergraduate chemistry students performed statistically significantly faster using a dynamic queries interface compared to two interfaces both providing form fill-in as input method, one with graphical visualization output and one with all-textual output. The interfaces were used to explore the periodic table of elements and search on their properties.",275,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Education', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Information systems', 'Data management systems', 'Database management system engines', 'Database query processing', 'Social and professional topics', 'Professional topics', 'Computing education', 'Theory of computation', 'Theory and algorithms for application domains', 'Database theory', 'Database query processing and optimization (theory)']"
755,A “pile” metaphor for supporting casual organization of information,"['Richard Mander', 'Gitta Salomon', 'Yin Yin Wong']",https://doi.org/10.1145/142750.143055,"A user study was conducted to investigate how people deal with the flow of information in their workspaces. Subjects reported that, in an attempt to quickly and informally manage their information, they created piles of documents. Piles were seen as complementary to the folder filing system, which was used for more formal archiving. A new desktop interface element–the pile– was developed and prototyped through an iterative process. The design includes direct manipulation techniques and support for browsing, and goes beyond physical world functionality by providing system assistance for automatic pile construction and reorganization. Preliminary user tests indicate the design is promising and raise issues that will be addressed in future work.",118,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Enterprise computing', 'Enterprise information systems', 'Enterprise applications', 'Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Information systems', 'Information systems applications', 'Enterprise information systems', 'Enterprise applications', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Automation']"
756,HCI standards on trial: you be the jury,"['Jaclyn R. Schrier', 'Evelyn L. Williams', 'Kevin S. MacDonell', 'Larry A. Peterson', 'Paulien F. Strijland', 'Anna M. Wichansky', 'James R. Williams']",https://doi.org/10.1145/142750.143058,No abstract available.,1,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['General and reference', 'Document types', 'Computing standards, RFCs and guidelines', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Software and its engineering']"
757,The Ircam Signal Processing Workstation prototyping environment,"['M. De Cecco', 'E. Lindeman', 'M. Puckette']",https://doi.org/10.1145/142750.143060,This demo shows the prototyping environment of the Ircam Signal Processing Workstation. The environment is oriented toward rapid prototyping of DSP and Musical applications.,0,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Arts and humanities', 'Sound and music computing', 'Hardware', 'Communication hardware, interfaces and storage', 'Signal processing systems', 'Software and its engineering', 'Software creation and management', 'Software development process management', 'Software development methods', 'Rapid application development', 'Software development techniques', 'Software prototyping', 'Software notations and tools', 'Context specific languages', 'Visual languages']"
758,Building user interfaces interactively using pre- and postconditions,"['Martin R. Frank', 'J. J. de Graaff', 'Daniel F. Gieskens', 'James D. Foley']",https://doi.org/10.1145/142750.143063,A tool is presented which allows graphic layout of a user interface integrated with specification of behavior using pre- and postconditions.,5,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction paradigms', 'Interactive systems and tools', 'User interface management systems']"
759,MMM: The multi-device multi-user multi-editor,"['Eric A. Bier', 'Steve Freeman', 'Ken Pier']",https://doi.org/10.1145/142750.143065,No abstract available.,4,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors']"
760,A case study of a multimedia co-working task and the resulting interface design of a collaborative communication tool,"['Amanda Ropa', 'Bengt Ahlström']",https://doi.org/10.1145/142750.143067,"The Video Viewer is a communication tool that allows two users to share video information across a network. The design of this tool was based on the results of a case study involving two multimedia, collaborative workstations situated in two separate rooms. Users performed several tasks collaboratively using different media in an unstructured environment (i.e., there were four monitors to increase screen space and there was no specific interface for guidance). This video outlines the case study, the preliminary case study results and how these results effected the interface design of the Video Viewer.",3,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Video segmentation', 'Computer vision tasks', 'Video summarization', 'Image and video acquisition', 'Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'World Wide Web', 'Web applications', 'Internet communications tools', 'Web conferencing']"
761,Using spatial cues to improve videoconferencing,"['Abigail Sellen', 'Bill Buxton', 'John Arnott']",https://doi.org/10.1145/142750.143070,No abstract available.,95,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'World Wide Web', 'Web applications', 'Internet communications tools', 'Web conferencing']"
762,Multi-modal natural dialogue,"['Kristinn R. Thorisson', 'David B. Koons', 'Richard A. Bolt']",https://doi.org/10.1145/142750.150714,No abstract available.,11,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens', 'Interaction paradigms']"
763,Wordspotting for voice editing and audio indexing,"['Lynn Wilcox', 'Ian Smith', 'Marcia Bush']",https://doi.org/10.1145/142750.150715,No abstract available.,15,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition', 'Hardware', 'Communication hardware, interfaces and storage', 'Signal processing systems', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Natural language interfaces', 'Information systems', 'Information retrieval', 'Specialized information retrieval', 'Multimedia and multimodal retrieval', 'Speech / audio search']"
764,Combining gestures and direct manipulation,['Dean Rubine'],https://doi.org/10.1145/142750.143072,No abstract available.,29,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices', 'Touch screens', 'Interaction paradigms']"
765,Briar: a constraint-based drawing program,['Michael Gleicher'],https://doi.org/10.1145/142750.143074,No abstract available.,15,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices', 'Interaction paradigms']"
766,An introduction to Zeus: audiovisualization of some elementary sequential and parallel sorting algorithms,['Marc H. Brown'],https://doi.org/10.1145/142750.143075,No abstract available.,6,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Software and its engineering', 'Software creation and management', 'Software verification and validation', 'Software defect analysis', 'Software testing and debugging']"
767,Pointing and visualization,"['William C. Hill', 'James D. Hollan']",https://doi.org/10.1145/142750.143078,No abstract available.,0,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens', 'Interaction paradigms']"
768,Touchscreen toggle design,"['Catherine Plaisant', 'Daniel Wallace']",https://doi.org/10.1145/142750.143079,No abstract available.,5,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens', 'Interaction paradigms']"
769,Dynamic queries: database searching by direct manipulation,"['Ben Shneiderman', 'Christopher Williamson', 'Christopher Ahlberg']",https://doi.org/10.1145/142750.143082,No abstract available.,4,June 1992  ,Article ,CHI '92: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Information systems', 'Information retrieval', 'Information retrieval query processing']"
770,Verbal presentation visual languages and virtual reality,['Michel Beaudouin-Lafon'],https://doi.org/10.1145/259964.259966,No abstract available.,0,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Virtual reality', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Mixed / augmented reality', 'Virtual reality']"
771,Generation of visual language environments,"['Jeffrey D. McWhirter', 'Gary J. Nutt']",https://doi.org/10.1145/259964.259969,No abstract available.,1,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,[]
772,A visual language for designing and implementing user interfaces,"['Ian Rogers', 'Jonathan Cunningham', 'Aaron Soloman']",https://doi.org/10.1145/259964.259971,No abstract available.,0,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Graphical user interfaces', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
773,A multiparadigmatic visual environment for adaptive access to databases,"['T. Catarci', 'S. K. Chang', 'M. F. Costabile', 'S. Levialdi', 'G. Santucci']",https://doi.org/10.1145/259964.259973,No abstract available.,1,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,[]
774,Working towards rich and flexible file representations,"['Stephanie Houde', 'Gitta Salomon']",https://doi.org/10.1145/259964.259974,No abstract available.,8,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
775,Designing in virtual reality: perception-action coupling and form semantics,"['Gerda Smets', 'C. J. Overbeeke', 'P. J. Stappers']",https://doi.org/10.1145/259964.259975,No abstract available.,2,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Virtual reality']"
776,Alice and DIVER: a software architecture for building environments,"['Randy Pausch', 'Matthew Conway', 'Robert DeLine', 'Rich Gossweiler', 'Steve Miale']",https://doi.org/10.1145/259964.259976,No abstract available.,2,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Virtual reality']"
777,Computer-human interface technology at deep space network,"['Alvin Ellman', 'Magdi Carlton']",https://doi.org/10.1145/259964.260004,No abstract available.,0,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,[]
778,A baby babble-blanket,"['Harriet J. Fell', 'Linda J. Ferrier']",https://doi.org/10.1145/259964.260006,No abstract available.,1,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,[]
779,On the edge of the creative process: an analysis of human figure animation as a complex synthesis task,"['Zeenet Jetha', 'Armin Bruderlin', 'Tom W. Calvert', 'Sang Mah']",https://doi.org/10.1145/259964.260010,No abstract available.,0,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
780,Adapting direct manipulation for blind users,['Gerhard Weber'],https://doi.org/10.1145/259964.260016,No abstract available.,7,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens']"
781,ERGOLAB: a screen usability evaluation tool for children with cerebral palsy,"['Monique Noirhomme-Fraiture', 'Clairette Charriere', 'Jean M. Vanderdonckt', 'Claudy Bernard']",https://doi.org/10.1145/259964.260017,No abstract available.,2,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,[]
782,Screen usability guidelines for persons with disabilities,"['Monique Noirhomme-Fraiture', 'Jean M. Vanderdonckt']",https://doi.org/10.1145/259964.260023,No abstract available.,1,April 1993  ,Article ,CHI '93: INTERACT '93 and CHI '93 Conference Companion on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'User characteristics', 'People with disabilities']"
