,title,authors,doi,abstract,citations,pubdate,pubtype,proceedings,ccs
293,Session details: Affect and intimacy,['Gloria Mark'],https://doi.org/10.1145/3249460,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
294,Mediating intimacy: designing technologies to support strong-tie relationships,"['Frank Vetere', 'Martin R. Gibbs', 'Jesper Kjeldskov', 'Steve Howard', ""Florian 'Floyd' Mueller"", 'Sonja Pedell', 'Karen Mecoles', 'Marcus Bunyan']",https://doi.org/10.1145/1054972.1055038,"Intimacy is a crucial element of domestic life, and many interactive technologies designed for other purposes have been appropriated for use within intimate relationships. However, there is a deficit in current understandings of how technologies are used within intimate relationships, and how to design technologies to support intimate acts. In this paper we report on work that has addressed these deficits. We used cultural probes and contextual interviews and other ethnographically informed techniques to investigate how interactive technologies are used within intimate relationships. From this empirical work we generated a thematic understanding of intimacy and the use of interactional technologies to support intimate acts. We used this understanding to inform the design of intimate technologies. A selection of our design concepts is also presented.",147,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing']"
295,Toward subtle intimate interfaces for mobile devices using an EMG controller,"['Enrico Costanza', 'Samuel A. Inverso', 'Rebecca Allen']",https://doi.org/10.1145/1054972.1055039,"Using a mobile device in a social context should not cause embarrassment and disruption to the immediate environment. Interaction with mobile and wearable devices needs to be subtle, discreet and unobtrusive. Therefore, we promote the idea of ""intimate interfaces"": discrete interfaces that allow control of mobile devices through subtle gestures in order to gain social acceptance. To achieve this goal, we present an electromyogram (EMG) based wearable input device which recognizes isometric muscular activity: activity related to very subtle or no movement at all. In the online experiment reported, the EMG device, worn on an armband around the bicep, was able to reliably recognize a motionless gesture without calibration or training across users with different muscle volumes. Hence, EMG-based input devices can provide an effective solution for designing mobile interfaces that are subtle and intimate, and therefore socially acceptable.",45,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens', 'Interaction design', 'Interaction design process and methods', 'User centered design']"
296,Emotions and heart rate while sitting on a chair,"['Jenni Anttonen', 'Veikko Surakka']",https://doi.org/10.1145/1054972.1055040,"New methods for unobtrusive monitoring of computer users' emotion psychophysiology are very much needed in human-computer interaction research. The present aim was to study heart rate changes during emotionally provocative stimulation. Six-second long auditory, visual, and audiovisual emotionally negative, neutral, and positive stimuli were presented to 24 participants. Heart rate responses were measured with a regular office chair embedded with electromechanical film (the EMFi chair) and with traditional earlobe photoplethysmography (PPG). Ratings of the stimuli were also collected. The results showed that the two heart rate measurements were significantly correlated, r = 0.99. In line with other studies the results showed that, in general, heart rate decelerated in response to emotional stimulation and it decelerated the most in response to negative stimuli as compared with responses to positive and neutral stimuli. Especially, emotional stimulation caused significant changes in heart rate at the 6th second from the stimulus onset. We suggest that the EMFi chair could be used in human-computer interaction for unobtrusive measurement of the user's emotional reactions.",81,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
297,Session details: Assistive applications,['Terry Winograd'],https://doi.org/10.1145/3249461,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
298,A visual recipe book for persons with language impairments,"['Kimberly Tee', 'Karyn Moffatt', 'Leah Findlater', 'Eve MacGregor', 'Joanna McGrenere', 'Barbara Purves', 'Sidney S. Fels']",https://doi.org/10.1145/1054972.1055042,"Cooking is a daily activity for many people. However, traditional text recipes are often prohibitively difficult to follow for people with language disorders, such as aphasia. We have developed a multi-modal application that leverages the retained ability of aphasic individuals to recognize image-based representations of objects, providing a presentation format that can be more easily followed than a traditional text recipe. Through a systematic approach to developing a visual language for cooking, and the subsequent case study evaluation of a prototype developed according to this language, we show that a combination of visual instructions and navigational structure can help individuals with relatively large language deficits to cook more independently.",28,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Social and professional topics', 'Professional topics', 'Computing profession', 'Assistive technologies', 'User characteristics', 'People with disabilities']"
299,Participatory design of an orientation aid for amnesics,"['Mike Wu', 'Ron Baecker', 'Brian Richards']",https://doi.org/10.1145/1054972.1055043,"We present the participatory design and evaluation of an orientation aid for individuals who have anterograde amnesia. Our design team included six amnesics who have extreme difficulty storing new memories. We describe the methods we used to enable the participation of individuals with such severe cognitive impairments. Through this process, we have conceived, designed, and developed the OrientingTool, a software application for Personal Digital Assistants that can be used by amnesics to orient themselves when feeling lost or disoriented. Two complementary studies were conducted to evaluate the effectiveness of this tool in ecologically valid contexts. Our findings suggest that the OrientingTool can improve an amnesic's independence and confidence in managing situations when disoriented, and that participatory design may be productively used with participants who have significant cognitive disabilities.",32,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Social and professional topics', 'Professional topics', 'Computing profession', 'Assistive technologies', 'User characteristics', 'People with disabilities']"
300,Digital Family Portrait Field Trial: Support for Aging in Place,"['Jim Rowan', 'Elizabeth D. Mynatt']",https://doi.org/10.1145/1054972.1055044,"A growing social problem in the U.S., and elsewhere, is enabling older adults to continue living independently, as opposed to moving to an institutional care setting. One key part of this complex problem is providing awareness of senior adults day-to-day activities, promoting ""peace of mind"" for extended family members. The Digital Family Portrait (DFP) is one approach to providing peace of mind that has shown promise. To date, research on the DFP has been limited to wizard-of-oz based experiments over short periods of time. This paper describes a DFP field trial in which a private home was instrumented with sensors rather than relying on input from wizard-of-oz technology. This field trial was conducted over a period of one year between an aging parent living alone in her own home and her adult child living 50 miles distant. From this field trial we find that even though there was no critical reason for the adult child to be concerned about his mother, all involved parties found utility in the presence of the DFP, even those family members who were not directly involved in the field trial itself.",143,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
301,Session details: Educational & help systems,['Wendy Mackay'],https://doi.org/10.1145/3249462,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
302,Livenotes: a system for cooperative and augmented note-taking in lectures,"['Matthew Kam', 'Jingtao Wang', 'Alastair Iles', 'Eric Tse', 'Jane Chiu', 'Daniel Glaser', 'Orna Tarshish', 'John Canny']",https://doi.org/10.1145/1054972.1055046,"We describe Livenotes, a shared whiteboard system and educational practice that uses wireless communication and tablet computing to support real-time conversations within small groups of students during lectures, independent of class size. We present an interface design that enables group members to interact with one another by taking lecture notes cooperatively, as well as to augment student note-taking by providing instructor slides in the background to annotate over. Livenotes was designed to facilitate more efficient, stimulating modes of learning that other collaborative approaches do not. We report how the system impacts cooperative learning in an undergraduate class and how students interacted with background slides in the workspace. We conclude with directions for improving the system and learning practice.",82,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
303,Stencils-based tutorials: design and evaluation,"['Caitlin Kelleher', 'Randy Pausch']",https://doi.org/10.1145/1054972.1055047,"Users of traditional tutorials and help systems often have difficulty finding the components described or pictured in the procedural instructions. Users also unintentionally miss steps, and perform actions that the documentation's authors did not intend, moving the application into an unknown state. We introduce Stencils, an interaction technique for presenting tutorials that uses translucent colored stencils containing holes that direct the user's attention to the correct interface component and prevent the user from interacting with other components. Sticky notes on the stencil's surface provide necessary tutorial material in the context of the application. In a user study comparing a Stencils-based and paper-based version of the same tutorial in Alice, a complex software application designed to teach introductory computer programming, we found that users of a Stencils-based tutorial were able complete the tutorial 26% faster, with fewer errors, and less reliance on human assistance. Users of the Stencils-based and paper-based tutorials attained statistically similar levels of learning.",81,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Graphical user interfaces']"
304,"StudioBRIDGE: using group, location, and event information to bridge online and offline encounters for co-located learning groups","['Susan Yee', 'Kat S. Park']",https://doi.org/10.1145/1054972.1055048,"StudioBRIDGE is an awareness system, based on instant messaging (IM), developed for students working in open studio spaces in the Architecture Department at the Massachusetts Institute of Technology (MIT). The goal of StudioBRIDGE is to help students initiate online and offline interactions by giving them an awareness of nearby people, groups, locations, and events of the community. Even when students are working in close proximity to each other, they are often not aware of the activities and expertise of their colleagues nearby. We believe that this integrated awareness could lead to increased peer learning and expertise sharing by encouraging informal social communication, particularly in groups whose members have existing social and physical ties. In this paper, we describe the user community and the motivation, design, and initial pilot deployment of StudioBRIDGE.",9,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
305,Session details: In-vehicle interfaces,['Clifford Nass'],https://doi.org/10.1145/3249463,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
306,Calling while driving: effects of providing remote traffic context,"['Mike Schneider', 'Sara Kiesler']",https://doi.org/10.1145/1054972.1055050,"Cell phone conversations distract drivers. This research explores the possibility of reducing distracting by providing callers with remote information about the driver's traffic. We asked whether providing such contextual information would change the caller's conversation such that drivers would be less distracted. In Experiment 1 we examined this question in a low-fidelity driving simulator; in Experiment 2 we examined this question in a higher fidelity simulator. In both experiments, remote callers and passengers were distracting. Providing traffic information to the remote caller significantly reduced crashes in the low fidelity tests and significantly reduced passing in the high fidelity tests, compared with the control conditions. We consider the implications for development of remote displays or signals to promote driving safety.",17,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
307,Studying the effectiveness of MOVE: a contextually optimized in-vehicle navigation system,"['Joonhwan Lee', 'Jodi Forlizzi', 'Scott E. Hudson']",https://doi.org/10.1145/1054972.1055051,"In-vehicle navigation has changed substantially in recent years, due to the advent of computer generated maps and directions. However, these maps are still problematic, due to a mismatch between the complexity of the maps and the attentional demands of driving. In response to this problem, we are developing the MOVE (Maps Optimized for Vehicular Environments) system. This system will provide situationally appropriate map information by presenting information that uses appropriate amounts of the driver's attention. In this paper, we describe our findings of studies to help shape the design of the MOVE system, including studies on map reading and in-vehicle navigation, and studies on the effectiveness of a variety of contextually optimized route map visualizations in a simulated driving context.Results show that contextually optimized displays designed for the MOVE system should significantly reduce perceptual load in the context of driving. In our laboratory experiment there was a six-fold decrease in the total map display fixation time and nearly threefold decrease in the number of glances needed to interpret the contextually optimized display compared to a static display.",22,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Modeling and simulation', 'Simulation types and techniques', 'Human-centered computing', 'Human computer interaction (HCI)']"
308,Distract-R: rapid prototyping and evaluation of in-vehicle interfaces,"['Dario D. Salvucci', 'Mark Zuber', 'Ekaterina Beregovaia', 'Daniel Markley']",https://doi.org/10.1145/1054972.1055052,"As driver distraction from in-vehicle devices increasingly becomes a concern on our roadways, researchers have searched for better scientific understanding of distraction along with better engineering tools to build less distracting devices. This paper presents a new system, Distract-R, that allows designers to rapidly prototype and evaluate new in-vehicle interfaces. The core engine of the system relies on a rigorous cognitive model of driver performance, which the system integrates with models of behavior on the prototyped interfaces to generate predictions of distraction. Distract-R allows a designer to prototype basic interfaces, demonstrate possible tasks on these interfaces, specify relevant driver characteristics and driving scenarios, and finally simulate, visualize, and analyze the resulting behavior as generated by the cognitive model. The paper includes two sample studies that demonstrate the system's ability to account for effects of input modality and driver age on performance.",29,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'HCI theory, concepts and models', 'Interaction design', 'Interaction design process and methods', 'Interface design prototyping', 'Interaction design theory, concepts and paradigms']"
309,Session details: Physical interaction,['Michel Beaudouin-Lafon'],https://doi.org/10.1145/3249464,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
310,Paper windows: interaction techniques for digital paper,"['David Holman', 'Roel Vertegaal', 'Mark Altosaar', 'Nikolaus Troje', 'Derek Johns']",https://doi.org/10.1145/1054972.1055054,"In this paper, we present Paper Windows, a prototype windowing environment that simulates the use of digital paper displays. By projecting windows on physical paper, Paper Windows allows the capturing of physical affordances of paper in a digital world. The system uses paper as an input device by tracking its motion and shape with a Vicon Motion Capturing System. We discuss the design of a number of interaction techniques for manipulating information on paper displays.",141,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
311,Fluid integration of rotation and translation,"['Russell Kruger', 'Sheelagh Carpendale', 'Stacey D. Scott', 'Anthony Tang']",https://doi.org/10.1145/1054972.1055055,"Previous research has shown that rotation and orientation of items plays three major roles during collaboration: comprehension, coordination and communication. Based on these roles of orientation and advice from kinesiology research, we have designed the Rotate'N Translate (RNT) interaction mechanism, which provides integrated control of rotation and translation using only a single touch-point for input. We present an empirical evaluation comparing RNT to a common rotation mechanism that separates control of rotation and translation. Results of this study indicate RNT is more efficient than the separate mechanism and better supports the comprehension, coordination and communication roles of orientation.",92,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing design and evaluation methods', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
312,A study on the manipulation of 2D objects in a projector/camera-based augmented reality environment,"['Stephen Voida', 'Mark Podlaseck', 'Rick Kjeldsen', 'Claudio Pinhanez']",https://doi.org/10.1145/1054972.1055056,"Are the object manipulation techniques traditionally used in head-mounted displays (HMDs) applicable to augmented reality based projection systems? This paper examines the differences between HMD- and projector/camera-based AR interfaces in the light of a manipulation task involving documents and applications projected on common office surfaces such as tables, walls, cabinets, and floor. We report a Wizard of Oz study where subjects were first asked to create gesture/voice commands to move 2D objects on those surfaces and then exposed to gestures created by the authors. Among the options, subjects could select the object to be manipulated using voice command; touching, pointing, and grabbing gesture; or a virtual mouse. The results show a strong preference for a manipulation interface based on pointing gestures using small hand movements and involving minimal body movement. Direct touching of the object was also common when the object being manipulated was within the subjects' arm reach. Based on these results, we expect that the preferred interface resembles, in many ways, the egocentric model traditionally used in AR.",27,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer graphics', 'Graphics systems and interfaces', 'Image manipulation', 'Image processing', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices', 'Touch screens', 'Interaction paradigms']"
313,Session details: Technology in the home,['Kristina Höök'],https://doi.org/10.1145/3249465,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
314,Exploring technology adoption and use through the lens of residential mobility,"['Irina A. Shklovski', 'Scott D. Mainwaring']",https://doi.org/10.1145/1054972.1055058,"One of the outcomes of massive adoption of technology is that much of daily technology use and consumption is embedded into ""unremarkable"" daily life routines. Occasionally, these routines undergo major shifts, often in conjunction with major life events such as marriage, birth of a child, or a residential move. We propose a model of settling into a new location as a function of balance between the pull of the things left behind and the demands of the new and unknown. It is through this experience of being unsettled that we explore the processes of behavior adjustment and re-evaluation of old patterns of technology use as it relates to the old location and the demands of the new location.",18,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
315,Waterbot: exploring feedback and persuasive techniques at the sink,"['Ernesto Arroyo', 'Leonardo Bonanni', 'Ted Selker']",https://doi.org/10.1145/1054972.1055059,"This paper presents an exploration of user interfaces, persuasive interfaces and feedback techniques in the domain of the sink. Waterbot is a system to inform and motivate behavior at the sink for the purpose of increasing safety and functionality and ultimately motivating behavior change. Waterbot can be adapted to many current sink scenarios and demonstrates the breadth of interaction possible at the point of use of water. It functions as a platform for experimenting with safety, hygiene and water conservation in a sink. This paper presents the feedback and persuasion techniques of augmented physical interfaces with value-added design, automation, just-in-time prompts, positive and negative reinforcement, social validation and adaptive interfaces. Four design iterations are presented to affect behavior at the increasing cognitive levels of safety, functionality and behavior change.",102,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computer systems organization', 'Embedded and cyber-physical systems', 'Real-time systems', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms']"
316,Artful systems in the home,"['Alex S. Taylor', 'Laurel Swan']",https://doi.org/10.1145/1054972.1055060,"In this paper we introduce the idea of organizing systems. Through a number of examples from an ongoing ethnographic study of family life, we suggest that organizing systems come about through the artful design and use of informational artifacts in the home, such as calendars, paper notes, to-do lists, etc. These systems are not only seen to organize household routines and schedules, but also, crucially, to shape the social relations between family members. Drawing attention to the material properties of informational artifacts and how assemblies of these artifacts come to make up organizing systems, we discuss some general implications for designing information technology for the home. Most importantly, we suggest that technologies must be designed to accommodate the rich and diverse ways in which people organize their homes, providing them with the resources to artfully construct their own systems rather than enforcing ones that are removed from their own experiences.",151,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
317,Session details: Safety in a complex world,['Gerrit van der Veer'],https://doi.org/10.1145/3249466,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
318,"Applying the lessons of the attack on the world trade center, 11th September 2001, to the design and use of interactive evacuation simulations",['C. W. Johnson'],https://doi.org/10.1145/1054972.1055062,"The collapse of buildings, such as terminal 2E at Paris' Charles de Gaule Airport, and of fires, such as the Rhode Island, Station Night Club tragedy, has focused public attention on the safety of large public buildings. Initiatives in the United States and in Europe have led to the development of interactive simulators that model evacuation from these buildings. The tools avoid some of the ethical and legal problems from simulating evacuations; many people were injured during the 1993 evacuation of the World Trade Center (WTC) complex. They also use many concepts that originate within the CHI communities. For instance, some simulators use simple task models to represent the occupants' goal structures as they search for an available exit. However, the recent release of the report from the National Commission on Terrorist Attacks upon the United States (the '9/11 commission') has posed serious questions about the design and use of this particular class of interactive systems. This paper argues that simulation research needs to draw on insights from the CHI communities in order to meet some the challenges identified by the 9/11 commission.",15,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
319,Session details: Small devices 2,['Ben Bederson'],https://doi.org/10.1145/3249467,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
320,A qualitative cross-national study of cultural influences on mobile data service design,"['Boreum Choi', 'Inseong Lee', 'Jinwoo Kim', 'Yunsuk Jeon']",https://doi.org/10.1145/1054972.1055064,"As the use of mobile data services has spread across the globe, the effect of cultural differences on user requirements has become important issue. To date, however, little research has been conducted on the role cultural factors play in the design of mobile data services. This paper proposes a set of critical design attributes for mobile data services that takes cross-cultural differences into account. To determine these attributes, we devised a qualitative method and conducted in-depth long interviews in Korea, Japan, and Finland. We found 52 attributes considered important by mobile data service users, and 11 critical attributes that showed a clear correlation with characteristics of the user's culture. The paper concludes with a discussion of limitations and of implications for developers of mobile data services.",51,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
321,Learning user interest for image browsing on small-form-factor devices,"['Xing Xie', 'Hao Liu', 'Simon Goumaz', 'Wei-Ying Ma']",https://doi.org/10.1145/1054972.1055065,"Mobile devices which can capture and view pictures are becoming increasingly common in our life. The limitation of these small-form-factor devices makes the user experience of image browsing quite different from that on desktop PCs. In this paper, we first present a user study on how users interact with a mobile image browser with basic functions. We found that on small displays, users tend to use more zooming and scrolling actions in order to view interesting regions in detail. From this fact, we designed a new method to detect user interest maps and extract user attention objects from the image browsing log. This approach is more efficient than image-analysis based methods and can better represent users' actual interest. A smart image viewer was then developed based on user interest analysis. A second experiment was carried out to study how users behave with such a viewer. Experimental results demonstrate that the new smart features can improve the browsing efficiency and are a good compliment to traditional image browsers.",39,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
322,Summary thumbnails: readable overviews for small screen web browsers,"['Heidi Lam', 'Patrick Baudisch']",https://doi.org/10.1145/1054972.1055066,"In order to display web pages designed for desktop-sized monitors, some small-screen web browsers provide single-column or thumbnail views. Both have limitations. Single-column views affect page layouts and require users to scroll significantly more. Thumbnail views tend to reduce contained text beyond readability, so differentiating visually similar areas requires users to zoom. In this paper, we present Summary Thumbnails-thumbnail views enhanced with readable text fragments. Summary Thumbnails help users identify viewed material and distinguish between visually similar areas. In our user study, participants located content in web pages about 41% faster and with 71% lower error rates when using the Summary Thumbnail interface than when using the Single-Column interface, and zoomed 59% less than when using the Thumbnail interface. Nine of the eleven participants preferred Summary Thumbnails over both the Thumbnail and Single-Column interfaces.",80,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Graphical user interfaces']"
323,Session details: Email and security,['Victoria Bellotti'],https://doi.org/10.1145/3249468,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
324,Understanding email use: predicting action on a message,"['Laura A. Dabbish', 'Robert E. Kraut', 'Susan Fussell', 'Sara Kiesler']",https://doi.org/10.1145/1054972.1055068,"Email consumes significant time and attention in the workplace. We conducted an organizational survey to understand how and why people attend to incoming email messages. We examined people's ratings of message importance and the actions they took on specific email messages, based on message characteristics and characteristics of receivers and senders. Respondents kept half of their new messages in the inbox and replied to about a third of them. They rated messages as important if they were about work and required action. Importance, in turn, had a modest impact on whether people replied to their incoming messages and whether they saved them. The results indicate that factors other than message importance (e.g., their social nature) also determine how people handle email. Overall, email usage reflects attentional differences due both to personal propensities and to work demands and relationships.",77,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
325,How to make secure email easier to use,"['Simson L. Garfinkel', 'David Margrave', 'Jeffrey I. Schiller', 'Erik Nordlander', 'Robert C. Miller']",https://doi.org/10.1145/1054972.1055069,"Cryptographically protected email has a justly deserved reputation of being difficult to use. Based on an analysis of the PEM, PGP and S/MIME standards and a survey of 470 merchants who sell products on Amazon.com, we argue that the vast majority of Internet users can start enjoying digitally signed email today. We present suggestions for the use of digitally signed mail in e-commerce and simple modifications to webmail systems that would significantly increase integrity, privacy and authorship guarantees that those systems make. We then show how to use the S/MIME standard to extend such protections Internet-wide. Finally, we argue that software vendors must make minor changes to the way that mail clients store email before unsophisticated users can safely handle mail that is sealed with encryption.",23,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Electronic commerce', 'Secure online transactions', 'Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Security and privacy', 'Cryptography', 'Human and societal aspects of security and privacy', 'Software and application security', 'Domain-specific security and privacy architectures', 'Systems security', 'Operating systems security']"
326,Designing human friendly human interaction proofs (HIPs),"['Kumar Chellapilla', 'Kevin Larson', 'Patrice Simard', 'Mary Czerwinski']",https://doi.org/10.1145/1054972.1055070,"HIPs, or Human Interactive Proofs, are challenges meant to be easily solved by humans, while remaining too hard to be economically solved by computers. HIPs are increasingly used to protect services against automatic script attacks. To be effective, a HIP must be difficult enough to discourage script attacks by raising the computation and/or development cost of breaking the HIP to an unprofitable level. At the same time, the HIP must be easy enough to solve in order to not discourage humans from using the service. Early HIP designs have successfully met these criteria [1]. However, the growing sophistication of attackers and correspondingly increasing profit incentives have rendered most of the currently deployed HIPs vulnerable to attack [2,7,12]. Yet, most companies have been reluctant to increase the difficulty of their HIPs for fear of making them too complex or unappealing to humans. The purpose of this study is to find the visual distortions that are most effective at foiling computer attacks without hindering humans. The contribution of this research is that we discovered that 1) automatically generating HIPs by varying particular distortion parameters renders HIPs that are too easy for computer hackers to break, yet humans still have difficulty recognizing them, and 2) it is possible to build segmentation-based HIPs that are extremely difficult and expensive for computers to solve, while remaining relatively easy for humans.",98,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Graphical user interfaces']"
327,Session details: Public life,['Tom Erickson'],https://doi.org/10.1145/3249469,No abstract available.,0,April 2005  ,Section ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,[]
328,Life on the edge: supporting collaboration in location-based experiences,"['Steve Benford', 'Duncan Rowland', 'Martin Flintham', 'Adam Drozd', 'Richard Hull', 'Josephine Reid', 'Jo Morrison', 'Keri Facer']",https://doi.org/10.1145/1054972.1055072,"We study a collaborative location-based game in which groups of 'lions' hunt together on a virtual savannah that is overlaid on an open playing field. The game implements a straight-forward approach to location-based triggering in which players must be in the same spatial locale in order to share information and act together. Comparison of video recordings of physical play with system recordings of game events reveals subtle and complex interactions between highly dynamic player behavior and the underlying technology. While players exhibit a fluid approach to group formation, the system embodies a more rigid view, leading to difficulties with sharing context and coordinating actions, most notably when groups of players span virtual locale boundaries or initiate actions while on the move. We propose techniques for extending locales to support more flexible grouping and also discuss the broader implications of our findings for location-based applications in general.",70,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computer systems organization', 'Architectures', 'Distributed architectures', 'Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software organization and properties', 'Software system structures', 'Distributed systems organizing principles']"
329,Improving orchestral conducting systems in public spaces: examining the temporal characteristics and conceptual models of conducting gestures,"['Eric Lee', 'Marius Wolf', 'Jan Borchers']",https://doi.org/10.1145/1054972.1055073,"Designing interactive conducting exhibits for public spaces poses unique challenges, primarily because the conceptual model of conducting music varies amongst users. In a user study, we compared how conductors and non-conductors place their beats when conducting to a fixed orchestral recording of Radetzky March, and found significant differences between these two groups. Conductors lead the actual music beat with their gestures by an average of 150 ms, compared to 50 ms for non-conductors; non-conductors also vary their placement of the beat 50% more than conductors. Furthermore, we found differences in how users conceptually mapped their gestures to the music, such as conducting to the musical rhythm rather than to the beat. We are incorporating these results into an upcoming conducting system for public spaces to increase its usability; we believe they also apply to a more general class of musical gestures such as dance.",11,April 2005  ,Article ,CHI '05: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Virtual reality', 'Hardware', 'Communication hardware, interfaces and storage', 'Signal processing systems', 'Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction paradigms', 'Mixed / augmented reality', 'Natural language interfaces', 'Virtual reality', 'Interaction design', 'Interaction design process and methods', 'User centered design', 'Information systems', 'Information retrieval', 'Specialized information retrieval', 'Multimedia and multimodal retrieval', 'Speech / audio search']"
